SEX,ECONOMIC,NS-SEC,Tenture,Internet,NPH,NAH,NCH,GFR,INCOME,GWHI,TWE
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,737
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1154,589
Male,Full-time working,Routine and manual occupations,Public rented,Yes,4,2,2,Eastern,earnings,739,719
Female,Part-time working,Intermediate occupations,Owned,Yes,4,2,2,Eastern,other source,532,339
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,818,362
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,764,493
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,746,548
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,958,1018
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,865,614
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,619
Male,Full-time working,Intermediate occupations,Owned,Yes,4,2,2,Eastern,earnings,872,499
Male,Full-time working,Routine and manual occupations,Private rented,Yes,4,2,2,Eastern,earnings,733,540
Male,Full-time working,Intermediate occupations,Owned,Yes,4,2,2,Eastern,other source,529,521
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,525
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,894,346
Male,Full-time working,Routine and manual occupations,Owned,Yes,4,2,2,Eastern,earnings,523,425
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1143,517
Male,Full-time working,Routine and manual occupations,Private rented,Yes,4,2,2,Eastern,earnings,631,405
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,698
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,793
Female,Part-time working,Intermediate occupations,Owned,Yes,4,2,2,Eastern,earnings,1185,1175
Male,Full-time working,Intermediate occupations,Private rented,Yes,4,2,2,Eastern,earnings,383,400
Male,Full-time working,Routine and manual occupations,Owned,Yes,4,2,2,Eastern,earnings,432,420
Male,Economically inactive,Intermediate occupations,Owned,Yes,4,2,2,Eastern,other source,329,304
Male,Full-time working,Intermediate occupations,Owned,Yes,4,2,2,Eastern,earnings,1185,832
Female,Part-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,4,2,2,Eastern,earnings,810,697
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,856,617
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,1071
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,849
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,647
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1000,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,811
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,998,757
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,785
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,1175
Male,Full-time working,Intermediate occupations,Owned,Yes,4,2,2,Eastern,earnings,821,1175
Female,Economically inactive,Routine and manual occupations,Private rented,No,4,2,2,Eastern,other source,243,360
Male,Full-time working,Routine and manual occupations,Private rented,Yes,4,2,2,Eastern,earnings,886,421
Female,Unemployed and work related Government Training Programmes,Routine and manual occupations,Public rented,Yes,4,2,2,Eastern,earnings,410,381
Female,Part-time working,Routine and manual occupations,Owned,Yes,4,2,2,Eastern,other source,267,583
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,1185,712
Male,Full-time working,Routine and manual occupations,Private rented,Yes,4,2,2,Eastern,earnings,761,646
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Eastern,earnings,797,844
Male,Full-time working,Routine and manual occupations,Private rented,Yes,4,2,2,Eastern,earnings,468,648
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,541,321
Male,Full-time working,Intermediate occupations,Owned,Yes,4,2,2,London,earnings,695,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,590
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,4,2,2,London,earnings,1185,1125
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,901,460
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,807,597
Male,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,4,2,2,London,other source,254,249
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,1175
Male,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,other source,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,4,2,2,London,earnings,626,454
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,814
Female,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Public rented,No,4,2,2,London,other source,265,156
Male,Full-time working,Intermediate occupations,Owned,Yes,4,2,2,London,earnings,1185,841
Male,Economically inactive,Routine and manual occupations,Public rented,Yes,4,2,2,London,other source,350,286
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,967
Male,Economically inactive,Not classified for other reasons,Owned,Yes,4,2,2,London,other source,487,402
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1092,394
Female,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,1175
Male,Full-time working,Routine and manual occupations,Private rented,Yes,4,2,2,London,earnings,1120,421
Female,Full-time working,Intermediate occupations,Owned,Yes,4,2,2,London,earnings,1185,526
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,829
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,951
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,542,981
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,914,238
Male,Full-time working,Intermediate occupations,Owned,Yes,4,2,2,London,earnings,741,809
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,4,2,2,London,earnings,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,766
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,1175
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,890,602
Male,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,4,2,2,London,other source,247,224
Male,Full-time working,Routine and manual occupations,Public rented,Yes,4,2,2,London,earnings,968,804
Male,Full-time working,Routine and manual occupations,Owned,Yes,4,2,2,London,earnings,765,708
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,681
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,678
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,968
Female,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,601,848
Male,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Yes,4,2,2,London,earnings,1185,464
Male,Part-time working,"Never worked and long term unemployed, students and occupation not stated",Private rented,Yes,4,2,2,London,other source,356,253
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1185,1160
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,London,earnings,1133,936
Male,Full-time working,Routine and manual occupations,Owned,Yes,4,2,2,Scotland,earnings,611,275
Male,Full-time working,Routine and manual occupations,Owned,Yes,4,2,2,Scotland,earnings,1185,521
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Scotland,earnings,1185,908
Male,Full-time working,Routine and manual occupations,Private rented,Yes,4,2,2,Scotland,earnings,599,675
Female,Unemployed and work related Government Training Programmes,Routine and manual occupations,Public rented,Yes,4,2,2,Scotland,other source,329,209
Male,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Scotland,earnings,1040,1079
Female,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Yes,4,2,2,Scotland,earnings,1127,672
Female,Economically inactive,Not classified for other reasons,Public rented,No,4,2,2,Scotland,other source,178,97
